name,rating
Debussy_L134-02_120_20101031-SMD_9.mp3,-0.52
Debussy_L140-01_107_20070109-SMD_1.mp3,-0.215
Debussy_L140-01_107_20070109-SMD_2.mp3,0.08
Debussy_L140-02_107_20070109-SMD_1.mp3,0.005
Debussy_L140-02_107_20070109-SMD_2.mp3,-0.35
Debussy_L140-02_107_20070109-SMD_3.mp3,-0.995
Debussy_L140-02_107_20070109-SMD_4.mp3,-0.975
Debussy_L140-02_107_20070109-SMD_5.mp3,-0.44
Debussy_L140-02_107_20070109-SMD_6.mp3,0.8
Debussy_L140-02_107_20070109-SMD_7.mp3,-0.95
Debussy_L140-03_111_20080519-SMD_1.mp3,-0.055
Debussy_L140-03_111_20080519-SMD_2.mp3,0.335
Debussy_L140-03_111_20080519-SMD_3.mp3,0.06
Debussy_L140-03_111_20080519-SMD_4.mp3,-0.555
Donizetti_LElisireDAmore-UnaFurtivaLagrima_114_20100627-SMD_1.mp3,-0.33
Donizetti_LElisireDAmore-UnaFurtivaLagrima_114_20100627-SMD_2.mp3,-0.65
Faure_Op015-01_126_20100612-SMD_1.mp3,0.53
Faure_Op015-01_126_20100612-SMD_10.mp3,0.925
Faure_Op015-01_126_20100612-SMD_11.mp3,0.18
Faure_Op015-01_126_20100612-SMD_12.mp3,0.365
Faure_Op015-01_126_20100612-SMD_13.mp3,-0.76
Faure_Op015-01_126_20100612-SMD_14.mp3,-0.235
Faure_Op015-01_126_20100612-SMD_15.mp3,0.68
Faure_Op015-01_126_20100612-SMD_16.mp3,-0.505
Faure_Op015-01_126_20100612-SMD_17.mp3,-0.12
Faure_Op015-01_126_20100612-SMD_18.mp3,0.52
Faure_Op015-01_126_20100612-SMD_2.mp3,0.61
Faure_Op015-01_126_20100612-SMD_3.mp3,0.205
Faure_Op015-01_126_20100612-SMD_4.mp3,-0.485
Faure_Op015-01_126_20100612-SMD_5.mp3,0.615
Faure_Op015-01_126_20100612-SMD_6.mp3,0.69
Faure_Op015-01_126_20100612-SMD_7.mp3,0.03
Faure_Op015-01_126_20100612-SMD_8.mp3,-0.14
Faure_Op015-01_126_20100612-SMD_9.mp3,-0.7
Faure_Op015-02_126_20100612-SMD_1.mp3,0.815
Faure_Op015-02_126_20100612-SMD_2.mp3,0.655
Faure_Op015-02_126_20100612-SMD_3.mp3,0.05
Faure_Op015-02_126_20100612-SMD_4.mp3,-0.15
Faure_Op015-03_126_20100612-SMD_5.mp3,0.9
Faure_Op015-03_126_20100612-SMD_6.mp3,0.825
Faure_Op015-03_126_20100612-SMD_7.mp3,-0.83
Faure_Op015-03_126_20100612-SMD_8.mp3,-0.205
Faure_Op015-03_126_20100612-SMD_9.mp3,-0.965
Faure_Op015-04_126_20100612-SMD_1.mp3,-0.62
Faure_Op015-04_126_20100612-SMD_10.mp3,0.845
Faure_Op015-04_126_20100612-SMD_11.mp3,0.095
Faure_Op015-04_126_20100612-SMD_12.mp3,-0.18
Faure_Op015-04_126_20100612-SMD_13.mp3,0.45
Faure_Op015-04_126_20100612-SMD_14.mp3,0.475
Faure_Op015-04_126_20100612-SMD_15.mp3,0.37
Faure_Op015-04_126_20100612-SMD_16.mp3,-0.13
Faure_Op015-04_126_20100612-SMD_17.mp3,-0.185
Faure_Op015-04_126_20100612-SMD_18.mp3,0.43
Faure_Op015-04_126_20100612-SMD_19.mp3,0.505
Faure_Op015-04_126_20100612-SMD_2.mp3,-0.515
Faure_Op015-04_126_20100612-SMD_20.mp3,0.89
Faure_Op015-04_126_20100612-SMD_21.mp3,0.93
Faure_Op015-04_126_20100612-SMD_22.mp3,0.57
Faure_Op015-04_126_20100612-SMD_23.mp3,-0.625
Faure_Op015-04_126_20100612-SMD_3.mp3,0.02
Faure_Op015-04_126_20100612-SMD_4.mp3,0.635
Faure_Op015-04_126_20100612-SMD_5.mp3,0.485
Faure_Op015-04_126_20100612-SMD_6.mp3,0.625
Faure_Op015-04_126_20100612-SMD_7.mp3,0.785
Faure_Op015-04_126_20100612-SMD_8.mp3,-0.11
Faure_Op015-04_126_20100612-SMD_9.mp3,-0.57
Ibert_TroisPiecesBreves-01_127_20100609-SMD_1.mp3,0.41
Ibert_TroisPiecesBreves-01_127_20100609-SMD_2.mp3,0.72
Ibert_TroisPiecesBreves-01_127_20100609-SMD_3.mp3,0.905
Ibert_TroisPiecesBreves-01_127_20100609-SMD_4.mp3,0.875
Ibert_TroisPiecesBreves-02_127_20100609-SMD_1.mp3,0.145
Ibert_TroisPiecesBreves-02_127_20100609-SMD_2.mp3,0.17
Ibert_TroisPiecesBreves-02_127_20100609-SMD_3.mp3,0.1
Ibert_TroisPiecesBreves-02_127_20100609-SMD_4.mp3,0.235
Ibert_TroisPiecesBreves-03_127_20100609-SMD_1.mp3,-0.2
Ibert_TroisPiecesBreves-03_127_20100609-SMD_2.mp3,-0.21
Ibert_TroisPiecesBreves-03_127_20100609-SMD_3.mp3,0.36
Ibert_TroisPiecesBreves-03_127_20100609-SMD_4.mp3,-0.93
Janacek_FromTheStreet-01_115_20101108-SMD_1.mp3,-0.4
Janacek_FromTheStreet-01_115_20101108-SMD_10.mp3,-0.59
Janacek_FromTheStreet-01_115_20101108-SMD_11.mp3,-0.84
Janacek_FromTheStreet-01_115_20101108-SMD_12.mp3,-0.715
Janacek_FromTheStreet-01_115_20101108-SMD_13.mp3,-0.3
Janacek_FromTheStreet-01_115_20101108-SMD_14.mp3,0.125
Janacek_FromTheStreet-01_115_20101108-SMD_15.mp3,-0.265
Janacek_FromTheStreet-01_115_20101108-SMD_2.mp3,-0.55
Janacek_FromTheStreet-01_115_20101108-SMD_3.mp3,0.435
Janacek_FromTheStreet-01_115_20101108-SMD_4.mp3,-0.87
Janacek_FromTheStreet-01_115_20101108-SMD_5.mp3,0.025
Janacek_FromTheStreet-01_115_20101108-SMD_6.mp3,-0.825
Janacek_FromTheStreet-01_115_20101108-SMD_7.mp3,-0.6
Janacek_FromTheStreet-01_115_20101108-SMD_8.mp3,-0.285
Janacek_FromTheStreet-01_115_20101108-SMD_9.mp3,-0.67
Janacek_FromTheStreet-02_115_20101108-SMD_1.mp3,-0.41
Janacek_FromTheStreet-02_115_20101108-SMD_10.mp3,-0.305
Janacek_FromTheStreet-02_115_20101108-SMD_11.mp3,-0.575
Janacek_FromTheStreet-02_115_20101108-SMD_12.mp3,-0.895
Janacek_FromTheStreet-02_115_20101108-SMD_13.mp3,-0.66
Janacek_FromTheStreet-02_115_20101108-SMD_14.mp3,-0.99
Janacek_FromTheStreet-02_115_20101108-SMD_2.mp3,-0.68
Janacek_FromTheStreet-02_115_20101108-SMD_3.mp3,-0.655
Janacek_FromTheStreet-02_115_20101108-SMD_4.mp3,-0.26
Janacek_FromTheStreet-02_115_20101108-SMD_5.mp3,-0.865
Janacek_FromTheStreet-02_115_20101108-SMD_6.mp3,-0.445
Janacek_FromTheStreet-02_115_20101108-SMD_7.mp3,-0.29
Janacek_FromTheStreet-02_115_20101108-SMD_8.mp3,-0.36
Janacek_FromTheStreet-02_115_20101108-SMD_9.mp3,0.325
Martin_Trio-01_128_20091211-SMD_1.mp3,-0.25
Martin_Trio-01_128_20091211-SMD_10.mp3,0.835
Martin_Trio-01_128_20091211-SMD_11.mp3,-0.175
Martin_Trio-01_128_20091211-SMD_12.mp3,-0.09
Martin_Trio-01_128_20091211-SMD_13.mp3,1
Martin_Trio-01_128_20091211-SMD_14.mp3,0.965
Martin_Trio-01_128_20091211-SMD_15.mp3,-0.31
Martin_Trio-01_128_20091211-SMD_2.mp3,0.84
Martin_Trio-01_128_20091211-SMD_3.mp3,0.73
Martin_Trio-01_128_20091211-SMD_4.mp3,0.5
Martin_Trio-01_128_20091211-SMD_5.mp3,0.285
Martin_Trio-01_128_20091211-SMD_6.mp3,0.515
Martin_Trio-01_128_20091211-SMD_7.mp3,-0.42
Martin_Trio-01_128_20091211-SMD_8.mp3,-0.545
Martin_Trio-01_128_20091211-SMD_9.mp3,0.15
Martin_Trio-02_128_20091211-SMD_1.mp3,-0.405
Martin_Trio-02_128_20091211-SMD_10.mp3,-0.56
Martin_Trio-02_128_20091211-SMD_11.mp3,-0.02
Martin_Trio-02_128_20091211-SMD_12.mp3,0.65
Martin_Trio-02_128_20091211-SMD_2.mp3,-0.335
Martin_Trio-02_128_20091211-SMD_3.mp3,-0.48
Martin_Trio-02_128_20091211-SMD_4.mp3,0.44
Martin_Trio-02_128_20091211-SMD_5.mp3,0.46
Martin_Trio-02_128_20091211-SMD_6.mp3,-0.315
Martin_Trio-02_128_20091211-SMD_7.mp3,-0.565
Martin_Trio-02_128_20091211-SMD_8.mp3,0.86
Martin_Trio-02_128_20091211-SMD_9.mp3,-0.105
Martin_Trio-03_128_20101108-SMD_1.mp3,-0.37
Martin_Trio-03_128_20101108-SMD_10.mp3,-0.535
Martin_Trio-03_128_20101108-SMD_11.mp3,0.425
Martin_Trio-03_128_20101108-SMD_12.mp3,0.95
Martin_Trio-03_128_20101108-SMD_13.mp3,0.975
Martin_Trio-03_128_20101108-SMD_14.mp3,0.535
Martin_Trio-03_128_20101108-SMD_15.mp3,0.98
Martin_Trio-03_128_20101108-SMD_2.mp3,0.85
Martin_Trio-03_128_20101108-SMD_3.mp3,0.215
Martin_Trio-03_128_20101108-SMD_4.mp3,0.245
Martin_Trio-03_128_20101108-SMD_5.mp3,-0.27
Martin_Trio-03_128_20101108-SMD_6.mp3,0.375
Martin_Trio-03_128_20101108-SMD_7.mp3,-0.79
Martin_Trio-03_128_20101108-SMD_8.mp3,0.55
Martin_Trio-03_128_20101108-SMD_9.mp3,-0.63
Mozart_KV280-01_100_20040203-SMD_1.mp3,0.66
Mozart_KV280-01_100_20040203-SMD_2.mp3,0.23
Mozart_KV280-01_100_20040203-SMD_3.mp3,0.555
Mozart_KV280-01_100_20040203-SMD_4.mp3,0.305
Mozart_KV280-01_100_20040203-SMD_5.mp3,0.985
Mozart_KV280-01_100_20040203-SMD_6.mp3,0.595
Mozart_KV280-02_100_20040203-SMD_1.mp3,0.19
Mozart_KV280-02_100_20040203-SMD_2.mp3,-0.155
Mozart_KV280-02_100_20040203-SMD_3.mp3,-0.145
Mozart_KV280-02_100_20040203-SMD_4.mp3,-0.595
Mozart_KV280-02_100_20040203-SMD_5.mp3,-0.47
Mozart_KV306-01_102_20080707-SMD_1.mp3,0.54
Mozart_KV306-01_102_20080707-SMD_2.mp3,0.995
Mozart_KV306-01_102_20080707-SMD_3.mp3,0.96
Mozart_KV306-01_102_20080707-SMD_4.mp3,0.545
Mozart_KV306-01_102_20080707-SMD_5.mp3,0.855
Mozart_KV306-01_102_20080707-SMD_6.mp3,-0.03
Mozart_KV306-02_102_20080707-SMD_1.mp3,0.525
Mozart_KV306-02_102_20080707-SMD_2.mp3,0.4
Mozart_KV306-02_102_20080707-SMD_3.mp3,0.47
Mozart_KV306-02_102_20080707-SMD_4.mp3,0.81
Mozart_KV306-02_102_20080707-SMD_5.mp3,0.255
Mozart_KV306-02_102_20080707-SMD_6.mp3,-0.015
Mozart_KV306-02_102_20080707-SMD_7.mp3,0.49
Mozart_KV306-02_102_20080707-SMD_8.mp3,0.16
Mozart_KV306-03_102_20080707-SMD_1.mp3,0.6
Mozart_KV306-03_102_20080707-SMD_2.mp3,0.99
Mozart_KV306-03_102_20080707-SMD_3.mp3,0.795
Mozart_KV306-03_102_20080707-SMD_4.mp3,0.955
Mozart_KV306-03_102_20080707-SMD_5.mp3,0.895
Mozart_KV306-03_102_20080707-SMD_6.mp3,0.915
Poulenc_Op100-01_130_20100612-SMD_1.mp3,-0.45
Poulenc_Op100-01_130_20100612-SMD_10.mp3,-0.985
Poulenc_Op100-01_130_20100612-SMD_11.mp3,-0.98
Poulenc_Op100-01_130_20100612-SMD_12.mp3,0.82
Poulenc_Op100-01_130_20100612-SMD_2.mp3,0.24
Poulenc_Op100-01_130_20100612-SMD_3.mp3,-0.32
Poulenc_Op100-01_130_20100612-SMD_4.mp3,-0.885
Poulenc_Op100-01_130_20100612-SMD_5.mp3,-0.615
Poulenc_Op100-01_130_20100612-SMD_6.mp3,-0.53
Poulenc_Op100-01_130_20100612-SMD_7.mp3,-0.73
Poulenc_Op100-01_130_20100612-SMD_8.mp3,-0.61
Poulenc_Op100-01_130_20100612-SMD_9.mp3,-0.64
Poulenc_Op100-02_130_20100612-SMD_1.mp3,0.87
Poulenc_Op100-02_130_20100612-SMD_2.mp3,0.765
Poulenc_Op100-02_130_20100612-SMD_3.mp3,-0.475
Poulenc_Op100-02_130_20100612-SMD_4.mp3,-0.815
Poulenc_Op100-03_130_20100612-SMD_1.mp3,0.665
Poulenc_Op100-03_130_20100612-SMD_2.mp3,0.92
Poulenc_Valse_114_20100518-SMD_1.mp3,0.94
Poulenc_Valse_114_20100518-SMD_2.mp3,0.97
Rachmaninoff_Op005-01_120_20101031-SMD-1.mp3,0.015
Rachmaninoff_Op005-01_120_20101031-SMD-2.mp3,-0.54
Rachmaninoff_Op005-01_120_20101031-SMD-3.mp3,-0.9
Rachmaninoff_Op005-01_120_20101031-SMD-4.mp3,-0.255
Rachmaninoff_Op005-01_120_20101031-SMD-5.mp3,0.77
Rachmaninoff_Op005-01_120_20101031-SMD-6.mp3,-0.28
Rachmaninoff_Op005-01_120_20101031-SMD-7.mp3,0.09
Rachmaninoff_Op005-01_120_20101031-SMD-8.mp3,-0.345
Rachmaninoff_Op005-04_120_20101031-SMD_1.mp3,0.185
Rachmaninoff_Op005-04_120_20101031-SMD_2.mp3,0.465
Rachmaninoff_Op005-04_120_20101031-SMD_3.mp3,0.7
Rachmaninoff_Op005-04_120_20101031-SMD_4.mp3,0.79
Ravel_PianoTrio-01_109_20100205-SMD_1.mp3,-0.005
Ravel_PianoTrio-01_109_20100205-SMD_2.mp3,-0.115
Ravel_PianoTrio-01_109_20100205-SMD_3.mp3,0.495
Ravel_PianoTrio-01_109_20100205-SMD_4.mp3,-0.585
Ravel_PianoTrio-01_109_20100205-SMD_5.mp3,-0.69
Ravel_PianoTrio-01_109_20100205-SMD_6.mp3,-0.455
Ravel_PianoTrio-01_109_20100205-SMD_7.mp3,-0.805
Ravel_PianoTrio-01_109_20100205-SMD_8.mp3,0.83
Ravel_PianoTrio-01_109_20100205-SMD_9.mp3,0.315
Ravel_PianoTrio-02_109_20100205-SMD_1.mp3,0.28
Ravel_PianoTrio-02_109_20100205-SMD_2.mp3,-0.045
Ravel_PianoTrio-02_109_20100205-SMD_3.mp3,-0.665
Ravel_PianoTrio-02_109_20100205-SMD_4.mp3,-0.435
Ravel_PianoTrio-02_109_20100205-SMD_5.mp3,-0.845
Ravel_PianoTrio-02_109_20100205-SMD_6.mp3,-0.08
Ravel_PianoTrio-02_109_20100205-SMD_7.mp3,-0.91
Respighi_P044-01_111_20091211-SMD_1.mp3,-0.06
Respighi_P044-01_111_20091211-SMD_2.mp3,-0.23
Respighi_P044-01_111_20091211-SMD_3.mp3,0.56
Respighi_P044-01_111_20091211-SMD_4.mp3,0.12
Respighi_P044-06_111_20091211-SMD_1.mp3,0.175
Respighi_P044-06_111_20091211-SMD_2.mp3,0.065
Respighi_P044-06_111_20091211-SMD_3.mp3,0.76
Respighi_P110-01_111_20091211-SMD_1.mp3,0.07
Respighi_P110-01_111_20091211-SMD_2.mp3,0.11
Respighi_P110-01_111_20091211-SMD_3.mp3,-0.78
Respighi_P110-01_111_20091211-SMD_4.mp3,-0.96
Respighi_P110-02_111_20091211-SMD_1.mp3,0.29
Respighi_P110-02_111_20091211-SMD_2.mp3,-0.685
Respighi_P110-02_111_20091211-SMD_3.mp3,-0.24
Respighi_P110-03_111_20091211-SMD_1.mp3,0.165
Schumann_Op073-01_121_20100612-SMD_1.mp3,-0.415
Schumann_Op073-01_121_20100612-SMD_2.mp3,0.715
Schumann_Op073-01_121_20100612-SMD_3.mp3,-0.22
Schumann_Op073-02_121_20100612-SMD_1.mp3,-0.365
Schumann_Op073-02_121_20100612-SMD_2.mp3,0.075
Schumann_Op073-02_121_20100612-SMD_3.mp3,0.42
Schumann_Op073-02_121_20100612-SMD_4.mp3,0.135
Schumann_Op102-01_128_20100609-SMD_1.mp3,-0.385
Schumann_Op102-01_128_20100609-SMD_2.mp3,-0.58
Schumann_Op102-01_128_20100609-SMD_3.mp3,-0.645
Schumann_Op102-01_128_20100609-SMD_4.mp3,0.75
Schumann_Op102-01_128_20100609-SMD_5.mp3,-0.195
Schumann_Op102-01_128_20100609-SMD_6.mp3,-0.05
Schumann_Op102-01_128_20100609-SMD_7.mp3,-0.775
Schumann_Op102-02_128_20100609-SMD_1.mp3,0.345
Schumann_Op102-02_128_20100609-SMD_2.mp3,0.51
Schumann_Op102-02_128_20100609-SMD_3.mp3,-0.01
Schumann_Op102-03_128_20100609-SMD_1.mp3,-0.34
Schumann_Op102-03_128_20100609-SMD_2.mp3,-0.88
Schumann_Op102-03_128_20100609-SMD_3.mp3,0.32
Schumann_Op102-04_128_20100609-SMD_1.mp3,0.575
Schumann_Op102-04_128_20100609-SMD_2.mp3,-0.945
Schumann_Op102-05_128_20100609-SMD_1.mp3,-0.375
Schumann_Op102-05_128_20100609-SMD_2.mp3,0.055
Schumann_Op102-05_128_20100609-SMD_3.mp3,-0.39
Schumann_Op105-01_103_20100609-SMD_1.mp3,-0.095
Schumann_Op105-01_103_20100609-SMD_2.mp3,0.63
Schumann_Op105-01_103_20100609-SMD_3.mp3,-0.905
Schumann_Op105-01_103_20100609-SMD_4.mp3,0.565
Schumann_Op105-01_103_20100609-SMD_5.mp3,-0.675
Schumann_Op105-01_103_20100609-SMD_6.mp3,0.91
Schumann_Op105-01_103_20100609-SMD_7.mp3,-0.915
Schumann_Op105-01_103_20100609-SMD_8.mp3,-0.04
Schumann_Op105-02_103_20100609-SMD_1.mp3,0.265
Schumann_Op105-02_103_20100609-SMD_2.mp3,0.805
Schumann_Op105-02_103_20100609-SMD_3.mp3,-0.89
Schumann_Op105-02_103_20100609-SMD_4.mp3,0.26
Schumann_Op105-03_103_20100609-SMD_1.mp3,-0.525
Schumann_Op105-03_103_20100609-SMD_2.mp3,-0.085
Schumann_Op105-03_103_20100609-SMD_3.mp3,-0.225
Schumann_Op105-03_103_20100609-SMD_4.mp3,0.58
Schumann_Op105-03_103_20100609-SMD_5.mp3,0.01
Schumann_Op132-01_133_20100609-SMD_1.mp3,0.605
Schumann_Op132-01_133_20100609-SMD_2.mp3,-0.605
Schumann_Op132-01_133_20100609-SMD_3.mp3,-0.77
Schumann_Op132-01_133_20100609-SMD_4.mp3,0.74
Schumann_Op132-02_133_20100609-SMD_1.mp3,-0.85
Schumann_Op132-02_133_20100609-SMD_2.mp3,-0.74
Schumann_Op132-02_133_20100609-SMD_3.mp3,0.885
Schumann_Op132-02_133_20100609-SMD_4.mp3,-0.735
Tchaikovsky_Op062_114_20100627-SMD_1.mp3,-0.765
Tchaikovsky_Op062_114_20100627-SMD_10.mp3,-0.835
Tchaikovsky_Op062_114_20100627-SMD_2.mp3,-0.755
Tchaikovsky_Op062_114_20100627-SMD_3.mp3,-0.635
Tchaikovsky_Op062_114_20100627-SMD_4.mp3,-0.165
Tchaikovsky_Op062_114_20100627-SMD_5.mp3,-0.295
Tchaikovsky_Op062_114_20100627-SMD_6.mp3,-0.16
Tchaikovsky_Op062_114_20100627-SMD_7.mp3,-0.97
Tchaikovsky_Op062_114_20100627-SMD_8.mp3,-0.71
Tchaikovsky_Op062_114_20100627-SMD_9.mp3,-0.745
