fileName,songName,segmentID,start_point,stop_point,selected_duration(s),recording_duration(s)
Chopin_Op036_104_20070206-SMD_3.mp3,Chopin_Op036_104_20070206-SMD,3,132.429,140.999,8.57,8.620408
Chopin_Op036_104_20070206-SMD_4.mp3,Chopin_Op036_104_20070206-SMD,4,175.989,193.266,17.277,17.319184
Chopin_Op036_104_20070206-SMD_5.mp3,Chopin_Op036_104_20070206-SMD,5,233.351,250.306,16.955,17.005714
Chopin_Op036_104_20070206-SMD_6.mp3,Chopin_Op036_104_20070206-SMD,6,289.167,305.294,16.127,16.169796
Chopin_Op036_104_20070206-SMD_7.mp3,Chopin_Op036_104_20070206-SMD,7,305.451,317.253,11.801,11.859592
Chopin_Op036_104_20070206-SMD_8.mp3,Chopin_Op036_104_20070206-SMD,8,317.292,330.596,13.304,13.348571
Debussy_L066-01_125_20100609-SMD_1.mp3,Debussy_L066-01_125_20100609-SMD,1,2.3,13.612,11.313,11.363265
Debussy_L066-01_125_20100609-SMD_2.mp3,Debussy_L066-01_125_20100609-SMD,2,105.204,115.1,9.896,9.952653
Debussy_L066-01_125_20100609-SMD_3.mp3,Debussy_L066-01_125_20100609-SMD,3,154.357,166.347,11.99,12.042449
Debussy_L113-03_114_20100518-SMD_1.mp3,Debussy_L113-03_114_20100518-SMD,1,1.266,17.275,16.01,16.065306
Debussy_L113-03_114_20100518-SMD_2.mp3,Debussy_L113-03_114_20100518-SMD,2,18.99,36.002,17.012,17.057959
Debussy_L113-03_114_20100518-SMD_3.mp3,Debussy_L113-03_114_20100518-SMD,3,67.678,77.463,9.785,9.848163
Debussy_L113-03_114_20100518-SMD_4.mp3,Debussy_L113-03_114_20100518-SMD,4,116.682,128.538,11.855,11.911837
Debussy_L113-03_114_20100518-SMD_5.mp3,Debussy_L113-03_114_20100518-SMD,5,86.852,96.954,10.102,10.161633
Debussy_L117-06_114_20100518-SMD_1.mp3,Debussy_L117-06_114_20100518-SMD,1,7.048,24.516,17.468,17.528163
Debussy_L117-06_114_20100518-SMD_2.mp3,Debussy_L117-06_114_20100518-SMD,2,24.797,38.651,13.854,13.897143
Debussy_L117-06_114_20100518-SMD_3.mp3,Debussy_L117-06_114_20100518-SMD,3,96.497,108.705,12.208,12.251429
Debussy_L117-08_114_20100518-SMD_1.mp3,Debussy_L117-08_114_20100518-SMD,1,1.032,12.519,11.487,11.546122
Debussy_L117-08_114_20100518-SMD_2.mp3,Debussy_L117-08_114_20100518-SMD,2,79.098,92.386,13.288,13.348571
Debussy_L117-08_114_20100518-SMD_3.mp3,Debussy_L117-08_114_20100518-SMD,3,107.037,119.661,12.623,12.669388
Debussy_L117-08_114_20100518-SMD_4.mp3,Debussy_L117-08_114_20100518-SMD,4,124.014,137.389,13.375,13.426939
Debussy_L134-02_120_20101031-SMD_1.mp3,Debussy_L134-02_120_20101031-SMD,1,1.035,13.103,12.068,12.120816
Debussy_L134-02_120_20101031-SMD_2.mp3,Debussy_L134-02_120_20101031-SMD,2,21.611,33.528,11.917,11.964082
Debussy_L134-02_120_20101031-SMD_3.mp3,Debussy_L134-02_120_20101031-SMD,3,67.738,81.094,13.356,13.400816
Debussy_L134-02_120_20101031-SMD_4.mp3,Debussy_L134-02_120_20101031-SMD,4,161.859,175.189,13.33,13.374694
Debussy_L134-02_120_20101031-SMD_5.mp3,Debussy_L134-02_120_20101031-SMD,5,209.292,218.311,9.02,9.06449
Debussy_L134-02_120_20101031-SMD_6.mp3,Debussy_L134-02_120_20101031-SMD,6,235.908,245.78,9.872,9.926531
Debussy_L134-02_120_20101031-SMD_7.mp3,Debussy_L134-02_120_20101031-SMD,7,296.855,310.589,13.734,13.792653
Debussy_L134-02_120_20101031-SMD_8.mp3,Debussy_L134-02_120_20101031-SMD,8,320.36,330.509,10.149,10.213878
Debussy_L134-02_120_20101031-SMD_9.mp3,Debussy_L134-02_120_20101031-SMD,9,33.276,41.571,8.295,8.359184
Debussy_L134-02_120_20101031-SMD_10.mp3,Debussy_L134-02_120_20101031-SMD,10,98.825,110.904,12.079,12.120816
Debussy_L134-02_120_20101031-SMD_11.mp3,Debussy_L134-02_120_20101031-SMD,11,122.625,135.014,12.389,12.434286
Debussy_L134-02_120_20101031-SMD_12.mp3,Debussy_L134-02_120_20101031-SMD,12,201.423,209.777,8.355,8.411429
Debussy_L140-01_107_20070109-SMD_1.mp3,Debussy_L140-01_107_20070109-SMD,1,45.94,57.022,11.082,11.128163
Debussy_L140-01_107_20070109-SMD_2.mp3,Debussy_L140-01_107_20070109-SMD,2,98.921,111.012,12.091,12.146939
Debussy_L140-02_107_20070109-SMD_1.mp3,Debussy_L140-02_107_20070109-SMD,1,40.184,50.827,10.643,10.684082
Debussy_L140-02_107_20070109-SMD_2.mp3,Debussy_L140-02_107_20070109-SMD,2,50.928,60.559,9.631,9.691429
Debussy_L140-02_107_20070109-SMD_3.mp3,Debussy_L140-02_107_20070109-SMD,3,97.971,110.617,12.646,12.69551
Debussy_L140-02_107_20070109-SMD_4.mp3,Debussy_L140-02_107_20070109-SMD,4,120.349,133.825,13.476,13.531429
Debussy_L140-02_107_20070109-SMD_5.mp3,Debussy_L140-02_107_20070109-SMD,5,141.918,152.359,10.441,10.501224
Debussy_L140-02_107_20070109-SMD_6.mp3,Debussy_L140-02_107_20070109-SMD,6,152.339,165.207,12.869,12.930612
Debussy_L140-02_107_20070109-SMD_7.mp3,Debussy_L140-02_107_20070109-SMD,7,189.498,197.53,8.033,8.097959
Debussy_L140-03_111_20080519-SMD_1.mp3,Debussy_L140-03_111_20080519-SMD,1,0.497,9.141,8.644,8.698776
Debussy_L140-03_111_20080519-SMD_2.mp3,Debussy_L140-03_111_20080519-SMD,2,9.175,24.835,15.661,15.725714
Debussy_L140-03_111_20080519-SMD_3.mp3,Debussy_L140-03_111_20080519-SMD,3,54.021,62.733,8.712,8.75102
Debussy_L140-03_111_20080519-SMD_4.mp3,Debussy_L140-03_111_20080519-SMD,4,154.346,169.577,15.231,15.281633
Donizetti_LElisireDAmore-UnaFurtivaLagrima_114_20100627-SMD_1.mp3,Donizetti_LElisireDAmore-UnaFurtivaLagrima_114_20100627-SMD,1,5.846,23.543,17.697,17.737143
Donizetti_LElisireDAmore-UnaFurtivaLagrima_114_20100627-SMD_2.mp3,Donizetti_LElisireDAmore-UnaFurtivaLagrima_114_20100627-SMD,2,24.056,39.62,15.564,15.621224
Faure_Op015-01_126_20100612-SMD_1.mp3,Faure_Op015-01_126_20100612-SMD,1,0.865,11.703,10.838,10.893061
Faure_Op015-01_126_20100612-SMD_2.mp3,Faure_Op015-01_126_20100612-SMD,2,47.478,57.321,9.842,9.900408
Faure_Op015-01_126_20100612-SMD_3.mp3,Faure_Op015-01_126_20100612-SMD,3,84.583,94.034,9.451,9.508571
Faure_Op015-01_126_20100612-SMD_4.mp3,Faure_Op015-01_126_20100612-SMD,4,122.31,132.069,9.759,9.822041
Faure_Op015-01_126_20100612-SMD_5.mp3,Faure_Op015-01_126_20100612-SMD,5,188.516,204.342,15.826,15.882449
Faure_Op015-01_126_20100612-SMD_6.mp3,Faure_Op015-01_126_20100612-SMD,6,221.321,229.577,8.256,8.306939
Faure_Op015-01_126_20100612-SMD_7.mp3,Faure_Op015-01_126_20100612-SMD,7,232.974,241.628,8.654,8.698776
Faure_Op015-01_126_20100612-SMD_8.mp3,Faure_Op015-01_126_20100612-SMD,8,297.957,311.476,13.519,13.583673
Faure_Op015-01_126_20100612-SMD_9.mp3,Faure_Op015-01_126_20100612-SMD,9,321.011,333.831,12.82,12.878367
Faure_Op015-01_126_20100612-SMD_10.mp3,Faure_Op015-01_126_20100612-SMD,10,334.838,343.17,8.332,8.385306
Faure_Op015-01_126_20100612-SMD_11.mp3,Faure_Op015-01_126_20100612-SMD,11,352.09,362.995,10.905,10.945306
Faure_Op015-01_126_20100612-SMD_12.mp3,Faure_Op015-01_126_20100612-SMD,12,364.477,373.928,9.451,9.508571
Faure_Op015-01_126_20100612-SMD_13.mp3,Faure_Op015-01_126_20100612-SMD,13,399.317,408.991,9.675,9.717551
Faure_Op015-01_126_20100612-SMD_14.mp3,Faure_Op015-01_126_20100612-SMD,14,409.019,419.169,10.15,10.213878
Faure_Op015-01_126_20100612-SMD_15.mp3,Faure_Op015-01_126_20100612-SMD,15,446.788,455.61,8.822,8.881633
Faure_Op015-01_126_20100612-SMD_16.mp3,Faure_Op015-01_126_20100612-SMD,16,520.11,528.247,8.137,8.176327
Faure_Op015-01_126_20100612-SMD_17.mp3,Faure_Op015-01_126_20100612-SMD,17,538.704,549.246,10.541,10.605714
Faure_Op015-01_126_20100612-SMD_18.mp3,Faure_Op015-01_126_20100612-SMD,18,567.001,575.669,8.668,8.724898
Faure_Op015-02_126_20100612-SMD_1.mp3,Faure_Op015-02_126_20100612-SMD,1,35.151,46.514,11.363,11.41551
Faure_Op015-02_126_20100612-SMD_2.mp3,Faure_Op015-02_126_20100612-SMD,2,100.482,108.561,8.079,8.124082
Faure_Op015-02_126_20100612-SMD_3.mp3,Faure_Op015-02_126_20100612-SMD,3,134.137,144.821,10.683,10.736327
Faure_Op015-02_126_20100612-SMD_4.mp3,Faure_Op015-02_126_20100612-SMD,4,162.474,171.696,9.221,9.273469
Faure_Op015-03_126_20100612-SMD_5.mp3,Faure_Op015-03_126_20100612-SMD,5,184.426,194.776,10.35,10.396735
Faure_Op015-03_126_20100612-SMD_6.mp3,Faure_Op015-03_126_20100612-SMD,6,194.776,205.045,10.269,10.318367
Faure_Op015-03_126_20100612-SMD_7.mp3,Faure_Op015-03_126_20100612-SMD,7,222.549,232.872,10.323,10.370612
Faure_Op015-03_126_20100612-SMD_8.mp3,Faure_Op015-03_126_20100612-SMD,8,232.878,242.936,10.058,10.109388
Faure_Op015-03_126_20100612-SMD_9.mp3,Faure_Op015-03_126_20100612-SMD,9,253.654,263.392,9.738,9.795918
Faure_Op015-04_126_20100612-SMD_1.mp3,Faure_Op015-04_126_20100612-SMD,1,1.038,10.827,9.79,9.848163
Faure_Op015-04_126_20100612-SMD_2.mp3,Faure_Op015-04_126_20100612-SMD,2,46.483,54.606,8.123,8.176327
Faure_Op015-04_126_20100612-SMD_3.mp3,Faure_Op015-04_126_20100612-SMD,3,54.616,64.056,9.44,9.482449
Faure_Op015-04_126_20100612-SMD_4.mp3,Faure_Op015-04_126_20100612-SMD,4,69.834,81.111,11.276,11.337143
Faure_Op015-04_126_20100612-SMD_5.mp3,Faure_Op015-04_126_20100612-SMD,5,94.683,104.123,9.44,9.482449
Faure_Op015-04_126_20100612-SMD_6.mp3,Faure_Op015-04_126_20100612-SMD,6,104.362,113.184,8.822,8.881633
Faure_Op015-04_126_20100612-SMD_7.mp3,Faure_Op015-04_126_20100612-SMD,7,118.074,127.015,8.941,8.986122
Faure_Op015-04_126_20100612-SMD_8.mp3,Faure_Op015-04_126_20100612-SMD,8,127.015,139.14,12.125,12.173061
Faure_Op015-04_126_20100612-SMD_9.mp3,Faure_Op015-04_126_20100612-SMD,9,139.15,151.963,12.813,12.878367
Faure_Op015-04_126_20100612-SMD_10.mp3,Faure_Op015-04_126_20100612-SMD,10,164.337,179.286,14.949,14.994286
Faure_Op015-04_126_20100612-SMD_11.mp3,Faure_Op015-04_126_20100612-SMD,11,197.588,212.896,15.308,15.36
Faure_Op015-04_126_20100612-SMD_12.mp3,Faure_Op015-04_126_20100612-SMD,12,215.311,224.951,9.64,9.691429
Faure_Op015-04_126_20100612-SMD_13.mp3,Faure_Op015-04_126_20100612-SMD,13,233.932,246.845,12.913,12.956735
Faure_Op015-04_126_20100612-SMD_14.mp3,Faure_Op015-04_126_20100612-SMD,14,254.829,268.161,13.332,13.374694
Faure_Op015-04_126_20100612-SMD_15.mp3,Faure_Op015-04_126_20100612-SMD,15,280.236,295.404,15.168,15.229388
Faure_Op015-04_126_20100612-SMD_16.mp3,Faure_Op015-04_126_20100612-SMD,16,314.884,327.118,12.234,12.277551
Faure_Op015-04_126_20100612-SMD_17.mp3,Faure_Op015-04_126_20100612-SMD,17,327.158,339.732,12.574,12.617143
Faure_Op015-04_126_20100612-SMD_18.mp3,Faure_Op015-04_126_20100612-SMD,18,366.855,375.437,8.582,8.646531
Faure_Op015-04_126_20100612-SMD_19.mp3,Faure_Op015-04_126_20100612-SMD,19,377.573,389.468,11.895,11.937959
Faure_Op015-04_126_20100612-SMD_20.mp3,Faure_Op015-04_126_20100612-SMD,20,389.628,398.05,8.422,8.463673
Faure_Op015-04_126_20100612-SMD_21.mp3,Faure_Op015-04_126_20100612-SMD,21,411.981,420.843,8.862,8.907755
Faure_Op015-04_126_20100612-SMD_22.mp3,Faure_Op015-04_126_20100612-SMD,22,438.486,446.839,8.353,8.411429
Faure_Op015-04_126_20100612-SMD_23.mp3,Faure_Op015-04_126_20100612-SMD,23,446.769,455.391,8.622,8.672653
Ibert_TroisPiecesBreves-01_127_20100609-SMD_1.mp3,Ibert_TroisPiecesBreves-01_127_20100609-SMD,1,1.739,10.753,9.014,9.06449
Ibert_TroisPiecesBreves-01_127_20100609-SMD_2.mp3,Ibert_TroisPiecesBreves-01_127_20100609-SMD,2,18.779,27.475,8.696,8.75102
Ibert_TroisPiecesBreves-01_127_20100609-SMD_3.mp3,Ibert_TroisPiecesBreves-01_127_20100609-SMD,3,45.126,53.893,8.767,8.829388
Ibert_TroisPiecesBreves-01_127_20100609-SMD_4.mp3,Ibert_TroisPiecesBreves-01_127_20100609-SMD,4,128.951,137.071,8.12,8.176327
Ibert_TroisPiecesBreves-02_127_20100609-SMD_1.mp3,Ibert_TroisPiecesBreves-02_127_20100609-SMD,1,1.116,18.497,17.381,17.423673
Ibert_TroisPiecesBreves-02_127_20100609-SMD_2.mp3,Ibert_TroisPiecesBreves-02_127_20100609-SMD,2,18.632,35.15,16.518,16.561633
Ibert_TroisPiecesBreves-02_127_20100609-SMD_3.mp3,Ibert_TroisPiecesBreves-02_127_20100609-SMD,3,47.002,56.488,9.485,9.534694
Ibert_TroisPiecesBreves-02_127_20100609-SMD_4.mp3,Ibert_TroisPiecesBreves-02_127_20100609-SMD,4,56.538,69.354,12.816,12.878367
Ibert_TroisPiecesBreves-03_127_20100609-SMD_1.mp3,Ibert_TroisPiecesBreves-03_127_20100609-SMD,1,7.502,17.139,9.637,9.691429
Ibert_TroisPiecesBreves-03_127_20100609-SMD_2.mp3,Ibert_TroisPiecesBreves-03_127_20100609-SMD,2,18.524,28.248,9.724,9.769796
Ibert_TroisPiecesBreves-03_127_20100609-SMD_3.mp3,Ibert_TroisPiecesBreves-03_127_20100609-SMD,3,61.114,74.444,13.331,13.374694
Ibert_TroisPiecesBreves-03_127_20100609-SMD_4.mp3,Ibert_TroisPiecesBreves-03_127_20100609-SMD,4,82.091,93.546,11.455,11.52
Janacek_FromTheStreet-01_115_20101108-SMD_1.mp3,Janacek_FromTheStreet-01_115_20101108-SMD,1,31.327,43.415,12.088,12.146939
Janacek_FromTheStreet-01_115_20101108-SMD_2.mp3,Janacek_FromTheStreet-01_115_20101108-SMD,2,43.431,52.626,9.195,9.247347
Janacek_FromTheStreet-01_115_20101108-SMD_3.mp3,Janacek_FromTheStreet-01_115_20101108-SMD,3,60.109,74.182,14.073,14.132245
Janacek_FromTheStreet-01_115_20101108-SMD_4.mp3,Janacek_FromTheStreet-01_115_20101108-SMD,4,76.197,84.21,8.014,8.071837
Janacek_FromTheStreet-01_115_20101108-SMD_5.mp3,Janacek_FromTheStreet-01_115_20101108-SMD,5,84.24,93.163,8.923,8.986122
Janacek_FromTheStreet-01_115_20101108-SMD_6.mp3,Janacek_FromTheStreet-01_115_20101108-SMD,6,99.904,108.349,8.445,8.489796
Janacek_FromTheStreet-01_115_20101108-SMD_7.mp3,Janacek_FromTheStreet-01_115_20101108-SMD,7,124.384,132.685,8.301,8.359184
Janacek_FromTheStreet-01_115_20101108-SMD_8.mp3,Janacek_FromTheStreet-01_115_20101108-SMD,8,151.757,161.861,10.104,8.359184
Janacek_FromTheStreet-01_115_20101108-SMD_9.mp3,Janacek_FromTheStreet-01_115_20101108-SMD,9,189.401,202.943,13.543,13.583673
Janacek_FromTheStreet-01_115_20101108-SMD_10.mp3,Janacek_FromTheStreet-01_115_20101108-SMD,10,215.108,225.242,10.134,10.187755
Janacek_FromTheStreet-01_115_20101108-SMD_11.mp3,Janacek_FromTheStreet-01_115_20101108-SMD,11,225.272,240.981,15.709,15.751837
Janacek_FromTheStreet-01_115_20101108-SMD_12.mp3,Janacek_FromTheStreet-01_115_20101108-SMD,12,241.011,251.176,10.165,10.213878
Janacek_FromTheStreet-01_115_20101108-SMD_13.mp3,Janacek_FromTheStreet-01_115_20101108-SMD,13,277.065,293.213,16.148,16.195918
Janacek_FromTheStreet-01_115_20101108-SMD_14.mp3,Janacek_FromTheStreet-01_115_20101108-SMD,14,304.559,312.845,8.286,8.333061
Janacek_FromTheStreet-01_115_20101108-SMD_15.mp3,Janacek_FromTheStreet-01_115_20101108-SMD,15,331.902,340.067,8.165,8.228571
Janacek_FromTheStreet-02_115_20101108-SMD_1.mp3,Janacek_FromTheStreet-02_115_20101108-SMD,1,1.113,18.961,17.848,17.893878
Janacek_FromTheStreet-02_115_20101108-SMD_2.mp3,Janacek_FromTheStreet-02_115_20101108-SMD,2,35.896,48.199,12.303,12.355918
Janacek_FromTheStreet-02_115_20101108-SMD_3.mp3,Janacek_FromTheStreet-02_115_20101108-SMD,3,51.799,69.692,17.893,17.946122
Janacek_FromTheStreet-02_115_20101108-SMD_4.mp3,Janacek_FromTheStreet-02_115_20101108-SMD,4,73.166,91.005,17.839,17.893878
Janacek_FromTheStreet-02_115_20101108-SMD_5.mp3,Janacek_FromTheStreet-02_115_20101108-SMD,5,93.864,110.907,17.043,17.084082
Janacek_FromTheStreet-02_115_20101108-SMD_6.mp3,Janacek_FromTheStreet-02_115_20101108-SMD,6,157.477,172.82,15.342,15.386122
Janacek_FromTheStreet-02_115_20101108-SMD_7.mp3,Janacek_FromTheStreet-02_115_20101108-SMD,7,186.425,204.373,17.948,17.998367
Janacek_FromTheStreet-02_115_20101108-SMD_8.mp3,Janacek_FromTheStreet-02_115_20101108-SMD,8,206.002,215.156,9.155,9.195102
Janacek_FromTheStreet-02_115_20101108-SMD_9.mp3,Janacek_FromTheStreet-02_115_20101108-SMD,9,232.353,241.644,9.29,9.351837
Janacek_FromTheStreet-02_115_20101108-SMD_10.mp3,Janacek_FromTheStreet-02_115_20101108-SMD,10,246.058,255.702,9.643,9.691429
Janacek_FromTheStreet-02_115_20101108-SMD_11.mp3,Janacek_FromTheStreet-02_115_20101108-SMD,11,263.753,272.926,9.173,9.221224
Janacek_FromTheStreet-02_115_20101108-SMD_12.mp3,Janacek_FromTheStreet-02_115_20101108-SMD,12,272.926,281.665,8.739,8.803265
Janacek_FromTheStreet-02_115_20101108-SMD_13.mp3,Janacek_FromTheStreet-02_115_20101108-SMD,13,296.102,307.863,11.76,11.807347
Janacek_FromTheStreet-02_115_20101108-SMD_14.mp3,Janacek_FromTheStreet-02_115_20101108-SMD,14,329.447,341.37,11.923,11.964082
Martin_Trio-01_128_20091211-SMD_1.mp3,Martin_Trio-01_128_20091211-SMD,1,5.443,18.537,13.094,13.139592
